조사월,기온_C,야간기온_C,DIF,EC_dS_m,일사량_Wm2,slr_wma,관수량,경과일,GDD정규화,GDD정규화_sq,적산온도,누적일사량,CU_norm,연간CU,NDVI,ET0_mm,종형_T,종형_EC,줄기굵기_실측,엽장_실측,런너번호,꽃수,관부직경_mm,과실수대리,과당무게대리_g,수확량_kg_10a,당도_Brix,특품율
2,-0.9,-9.6,8.7,1.46,398.6,403.0,1.7,44.0,0.3698,0.1367,-2.1,1768.7,0.5349,728.0,0.4085,0.5,481.13,0.1313,4.3,13.5,1.0,10.829581778063751,7.4,9.15,15.6,795.0,9.3,0.496
1,1.0,-8.9,9.9,1.21,289.0,302.1,2.0,11.0,0.0898,0.0081,0.5,311.4,0.611,789.0,0.3343,0.5,399.3,0.0117,4.2,12.0,3.0,18.036103875091822,7.23,13.42,15.5,795.0,6.46,0.389
1,-6.2,-19.8,13.6,1.29,350.3,352.0,2.9,40.0,0.3342,0.1117,-12.4,1405.1,0.585,768.0,0.5841,0.5,739.9,0.0369,3.8,12.0,1.0,12.242821997568772,6.54,10.25,19.2,795.0,8.12,0.488
4,17.3,8.0,9.3,0.66,493.7,504.1,0.3,52.0,1.0,1.0,45.0,2567.1,0.7421,894.0,0.9,0.5,13.58,0.1944,4.46,12.5,1.0,17.887060894899236,7.67,14.61,19.5,3543.2,10.36,0.471
4,13.3,-0.4,13.7,1.19,417.8,407.3,3.2,22.0,0.3045,0.0927,14.6,920.8,0.7134,871.0,0.2537,0.5,59.43,0.008,4.27,10.0,2.0,10.491401124106186,7.35,8.44,20.6,795.0,7.89,0.544
4,13.3,1.8,11.6,1.6,511.5,514.3,2.2,36.0,0.4931,0.2432,23.7,1818.3,0.7173,874.0,0.5106,0.5,58.92,0.2509,5.2,15.9,2.0,14.07632555620356,8.95,11.13,19.2,1822.1,8.59,0.477
4,16.8,7.6,9.2,1.22,469.5,448.5,0.4,23.0,0.4463,0.1992,19.1,1063.2,0.826,961.0,0.6338,0.5,17.42,0.0151,4.64,13.0,3.0,17.956159748986554,7.98,13.53,17.7,1931.2,8.14,0.42
12,-0.8,-11.0,10.2,1.21,264.8,267.8,1.4,28.0,0.2365,0.056,-1.1,751.7,0.901,1021.0,0.4507,0.5,474.88,0.0115,4.72,6.5,4.0,15.009631232079114,8.12,10.78,15.4,795.0,7.45,0.406
11,4.5,-6.1,10.6,1.01,316.8,336.8,1.8,55.0,0.4618,0.2132,12.5,1755.4,0.6935,855.0,0.4156,0.5,271.68,0.0078,5.86,16.0,4.0,21.44725354227447,10.08,15.44,17.0,795.0,8.2,0.427
4,8.3,-0.8,9.1,0.92,409.5,410.1,1.9,50.0,0.4198,0.1762,20.8,2063.0,0.5566,745.0,0.3363,0.5,161.95,0.0319,4.8,14.0,2.0,10.273285826364903,8.26,8.15,17.4,795.0,7.4,0.467
12,2.1,-8.9,10.9,0.88,191.7,188.6,0.8,52.0,0.4316,0.1862,5.3,992.9,0.8621,990.0,0.523,0.5,358.95,0.0504,5.14,9.0,3.0,14.317474036244116,8.84,10.83,15.7,795.0,9.77,0.452
2,2.6,-8.6,11.1,1.25,286.9,256.2,0.1,23.0,0.1919,0.0368,3.0,660.6,1.0,1186.0,0.3639,0.5,339.53,0.0218,4.73,8.8,2.0,5.2204193096471645,8.14,4.72,16.4,795.0,5.82,0.38
2,2.3,-6.7,9.1,0.3,404.1,410.1,1.7,44.0,0.3653,0.1334,5.1,1771.2,0.7653,912.0,0.5485,0.5,347.94,0.64,5.0,14.3,2.0,11.260662599460957,8.6,9.06,18.9,795.0,8.75,0.423
2,-3.0,-14.3,11.2,0.71,311.4,329.8,0.1,12.0,0.0988,0.0098,-1.8,369.0,0.7227,878.0,0.319,0.5,578.25,0.1484,6.0,9.0,3.0,14.133867808777039,10.32,10.58,18.1,795.0,6.0,0.465
11,2.2,-6.0,8.2,1.37,333.8,330.6,0.6,27.0,0.2238,0.0501,2.9,896.5,0.6896,852.0,0.4263,0.5,353.89,0.0704,4.1,14.0,1.0,14.776134711216553,7.05,12.23,14.5,795.0,7.74,0.393
11,4.5,-6.3,10.8,1.53,320.9,332.7,1.0,25.0,0.211,0.0445,5.7,812.3,0.694,855.0,0.3664,0.5,270.95,0.1862,4.0,13.0,1.0,12.967636733195526,6.88,10.88,16.0,795.0,7.51,0.453
11,10.6,-2.9,13.5,1.03,303.1,319.2,2.3,56.0,0.5303,0.2813,30.0,1708.8,0.6656,832.0,0.3583,0.5,107.23,0.0046,3.9,15.3,1.0,5.767649667130826,6.71,5.46,19.1,795.0,8.66,0.478
11,7.6,-5.0,12.7,1.25,318.4,343.8,1.6,14.0,0.119,0.0142,5.4,454.7,0.7971,938.0,0.1411,0.5,179.04,0.0233,11.21,10.0,3.0,14.258137086622034,19.29,10.73,18.1,795.0,5.3,0.36
1,-5.1,-16.2,11.1,0.54,204.2,209.5,2.8,50.0,0.4148,0.172,-12.8,1016.5,0.5157,713.0,0.3897,0.5,682.54,0.3082,5.06,14.0,1.0,13.956572343073054,8.71,11.48,16.9,795.0,8.07,0.408
12,1.7,-9.2,10.9,1.27,244.7,271.2,0.6,49.0,0.4056,0.1645,4.2,1191.0,0.9984,1099.0,0.6134,0.5,370.72,0.0283,8.81,11.5,2.0,16.38886832300028,15.16,13.09,15.5,795.0,8.47,0.436
11,8.2,-2.7,10.9,1.37,254.3,262.3,3.3,56.0,0.4693,0.2202,23.0,1432.0,0.6123,790.0,0.488,0.5,164.35,0.0711,4.8,13.0,2.0,8.642332232378443,8.26,6.97,15.4,795.0,8.6,0.513
12,-1.3,-11.1,9.8,1.09,292.0,303.7,0.9,45.0,0.371,0.1377,-2.8,1300.1,0.729,883.0,0.4593,0.5,496.03,0.0002,4.3,12.5,4.0,24.17925480349147,7.4,17.52,15.8,795.0,7.58,0.367
11,12.5,3.0,9.4,0.77,226.1,235.7,2.2,22.0,0.2789,0.0778,14.0,507.7,0.6193,795.0,0.4778,0.5,73.06,0.1083,6.14,12.4,1.0,5.558654293691756,10.56,5.26,15.3,795.0,7.69,0.537
12,1.4,-7.2,8.6,0.93,224.1,214.3,1.3,65.0,0.5416,0.2934,4.6,1456.7,0.6837,847.0,0.5377,0.5,383.03,0.0289,6.9,16.1,1.0,12.143111356097714,11.87,10.25,14.2,795.0,9.58,0.534
11,5.0,-5.6,10.6,0.33,344.6,341.5,3.6,47.0,0.39,0.1521,11.7,1612.5,0.4615,669.0,0.3998,0.5,256.28,0.59,5.4,12.6,3.0,10.773932648377647,9.29,7.85,19.1,795.0,8.54,0.432
11,6.9,-6.5,13.4,0.3,250.5,248.7,0.8,35.0,0.2917,0.0851,12.1,876.8,0.8162,953.0,0.4783,0.5,198.55,0.64,3.5,14.8,4.0,24.65781545734455,6.02,17.95,20.0,795.0,6.26,0.449
12,2.1,-11.4,13.5,1.41,212.4,231.3,3.5,63.0,0.5246,0.2752,6.5,1337.2,0.4719,678.0,0.6255,0.5,358.09,0.0967,4.8,13.0,2.0,16.98808975038597,8.26,13.12,16.7,795.0,9.18,0.422
2,2.9,-8.2,11.1,1.18,342.2,338.0,3.3,51.0,0.4271,0.1824,7.3,1754.0,0.6687,835.0,0.4366,0.5,328.92,0.0068,4.1,9.6,2.0,13.078688503477265,7.05,10.34,17.3,795.0,8.98,0.32
1,-0.3,-11.9,11.6,1.52,159.8,145.1,2.0,30.0,0.246,0.0605,-0.5,471.9,0.582,766.0,0.4768,0.5,455.41,0.18,4.96,10.0,3.0,15.094265902021196,8.53,11.19,14.1,795.0,5.76,0.381
3,8.3,-2.5,10.7,0.48,395.5,384.7,1.8,55.0,0.4602,0.2118,22.9,2183.8,0.7659,913.0,0.5082,0.5,161.8,0.3882,3.41,14.0,4.0,11.877300704504371,5.87,8.32,19.6,795.0,8.62,0.497
4,13.6,0.0,13.6,0.81,468.2,481.6,1.6,28.0,0.4017,0.1613,19.1,1312.4,0.6291,803.0,0.4392,0.5,54.79,0.0816,5.11,9.5,2.0,19.017055936446226,8.79,14.77,22.1,1498.9,7.58,0.516
1,-0.4,-8.6,8.2,1.25,140.6,151.7,3.0,19.0,0.1609,0.0259,-0.4,271.5,0.6266,801.0,0.2624,0.5,458.52,0.0232,5.6,11.5,3.0,14.889195516689941,9.64,11.07,11.8,795.0,7.97,0.426
3,5.9,-3.9,9.9,1.19,478.9,487.5,1.0,47.0,0.3916,0.1534,14.0,2250.3,0.6726,838.0,0.3834,0.5,226.67,0.0087,5.14,10.0,3.0,17.35961692099369,8.84,12.96,18.4,795.0,7.13,0.371
1,-2.3,-13.5,11.2,0.3,271.1,272.5,1.7,53.0,0.4383,0.1921,-6.0,1425.8,0.4199,636.0,0.5283,0.5,541.55,0.64,4.5,13.3,2.0,13.432553489078266,7.74,10.41,18.6,795.0,8.85,0.498
11,7.4,-4.6,12.0,1.62,327.3,321.2,0.8,34.0,0.2856,0.0816,12.7,1121.9,0.6577,826.0,0.3849,0.5,183.95,0.2666,5.8,8.0,3.0,15.10912595824081,9.98,11.26,16.8,795.0,6.53,0.445
11,7.7,-0.5,8.3,1.87,310.5,305.7,0.4,37.0,0.3061,0.0937,14.2,1140.7,0.8088,947.0,0.4184,0.5,176.23,0.5914,4.33,9.1,2.0,9.85633681600968,7.45,8.04,12.9,795.0,5.98,0.362
4,15.2,6.5,8.7,1.14,468.5,472.3,1.6,20.0,0.3353,0.1125,15.0,920.4,0.7997,940.0,0.3285,0.5,33.17,0.0014,5.12,8.2,1.0,13.242675045485397,8.81,11.17,17.5,1931.8,7.81,0.485
1,-2.8,-11.8,9.1,0.68,225.6,222.8,3.6,63.0,0.5271,0.2778,-8.7,1426.9,0.6796,844.0,0.4862,0.5,564.22,0.176,4.9,12.3,1.0,12.846063035049626,8.43,10.78,15.3,795.0,8.02,0.432
1,-0.8,-13.3,12.5,0.83,213.0,202.6,1.7,17.0,0.1379,0.019,-0.7,352.3,0.7369,889.0,0.2596,0.5,476.41,0.0742,3.28,9.0,3.0,15.998135804143953,5.64,11.99,17.4,795.0,6.65,0.253
12,2.5,-11.1,13.6,1.21,182.1,175.9,1.6,35.0,0.288,0.083,4.4,629.5,0.6526,822.0,0.4763,0.5,341.06,0.0131,3.07,11.2,3.0,20.791947588446874,5.28,15.52,16.9,795.0,6.15,0.409
1,-1.3,-14.1,12.8,0.91,375.6,361.9,2.7,22.0,0.1848,0.0342,-1.4,833.2,0.6313,805.0,0.3216,0.5,495.63,0.0379,4.36,13.0,2.0,10.719624862182792,7.5,8.54,19.9,795.0,7.15,0.37
3,2.6,-7.8,10.4,1.19,394.3,390.3,3.4,25.0,0.2088,0.0436,3.3,988.0,0.4227,638.0,0.3566,0.5,338.46,0.0083,4.6,10.0,4.0,17.26137303039341,7.91,12.08,17.6,795.0,8.3,0.47
11,8.0,-4.5,12.5,0.3,296.0,305.4,1.9,44.0,0.3702,0.1371,17.8,1314.8,0.3036,543.0,0.4608,0.5,168.23,0.64,4.3,9.5,2.0,13.314246252749605,7.4,10.23,20.0,795.0,8.51,0.301
3,6.7,-4.0,10.7,1.5,430.1,431.5,3.6,28.0,0.2332,0.0544,9.4,1203.7,0.4887,691.0,0.3982,0.5,204.09,0.1621,5.42,19.0,1.0,10.909848139498365,9.33,9.17,17.5,795.0,8.46,0.429
1,1.4,-6.6,8.0,0.55,289.6,292.9,1.6,16.0,0.1363,0.0186,1.2,473.8,0.7001,860.0,0.2777,0.5,383.7,0.299,6.7,6.5,3.0,13.878295613783205,11.53,10.37,15.7,795.0,5.49,0.403
12,2.7,-6.5,9.2,0.48,355.4,347.8,2.3,18.0,0.1511,0.0228,2.4,644.6,0.7435,895.0,0.1964,0.5,335.39,0.388,3.3,10.0,2.0,15.477829709823041,5.68,12.2,17.8,795.0,6.03,0.368
12,0.3,-11.4,11.7,0.74,243.0,239.5,2.1,12.0,0.0997,0.0099,0.2,290.8,0.7084,867.0,0.2945,0.5,426.56,0.1285,3.5,13.5,2.0,12.261793332187924,6.02,9.76,17.5,795.0,8.65,0.419
1,4.9,-5.2,10.1,0.8,315.8,314.2,0.1,53.0,0.4394,0.193,13.0,1664.8,0.543,734.0,0.5269,0.5,258.74,0.0917,4.4,11.5,1.0,17.919054223373273,7.57,14.47,17.2,795.0,8.54,0.397
12,1.5,-11.3,12.8,1.48,293.9,302.5,0.7,45.0,0.3781,0.143,3.5,1333.5,0.631,805.0,0.503,0.5,378.97,0.1413,5.28,11.7,1.0,19.641298670488666,9.09,15.84,17.3,795.0,7.11,0.422
11,13.8,0.7,13.1,1.18,281.5,296.0,0.4,46.0,0.6825,0.4659,32.0,1303.1,0.5898,772.0,0.6081,0.5,51.15,0.007,3.1,10.0,2.0,15.996044213917962,5.33,12.47,18.1,1219.9,9.43,0.429
3,6.4,-4.6,11.0,1.25,315.4,311.3,1.4,41.0,0.3449,0.119,13.2,1305.2,0.4323,646.0,0.445,0.5,213.29,0.0239,6.1,15.0,4.0,8.160046203948585,10.5,5.27,16.7,795.0,7.57,0.445
3,11.3,3.2,8.2,0.8,388.3,385.8,1.6,61.0,0.6467,0.4182,34.7,2375.1,0.5983,779.0,0.597,0.5,93.25,0.09,4.84,12.0,4.0,12.843748415643937,8.33,8.91,16.7,1393.8,9.5,0.448
11,5.7,-2.8,8.5,0.57,287.6,274.6,2.5,16.0,0.1314,0.0173,4.5,453.5,0.7555,904.0,0.2565,0.5,233.71,0.2774,4.3,10.5,1.0,15.310443997883922,7.4,12.69,16.0,795.0,6.54,0.408
4,15.4,4.9,10.5,1.71,534.0,538.0,3.1,12.0,0.2089,0.0437,9.3,641.7,0.7423,894.0,0.3969,0.5,31.02,0.3746,5.6,12.5,1.0,17.75456337508114,9.64,14.51,18.5,1766.2,7.53,0.329
2,2.7,-10.8,13.5,1.2,341.2,338.8,1.6,30.0,0.25,0.0625,4.0,1023.4,0.5636,751.0,0.4051,0.5,335.13,0.0094,5.0,9.0,4.0,5.305069511848018,8.6,3.23,19.2,795.0,8.02,0.365
11,3.4,-6.4,9.8,0.47,312.2,330.0,0.9,19.0,0.1553,0.0241,3.1,582.0,0.7131,870.0,0.3745,0.5,311.06,0.3981,5.07,12.7,1.0,10.870801324170904,8.72,9.32,17.7,795.0,6.94,0.381
12,2.2,-8.1,10.3,1.12,281.3,273.1,0.5,43.0,0.3613,0.1306,4.7,1219.8,0.6741,839.0,0.4578,0.5,354.7,0.0004,3.6,13.0,2.0,9.803338648760526,6.19,7.89,16.0,795.0,8.66,0.459
1,-3.4,-17.4,13.9,1.38,379.0,394.7,2.6,45.0,0.3745,0.1402,-7.7,1703.1,0.4456,656.0,0.644,0.5,597.2,0.0798,6.2,14.7,1.0,14.827412215518436,10.67,12.08,19.7,795.0,7.96,0.409
4,14.4,4.3,10.1,0.86,548.2,553.6,1.5,46.0,0.7178,0.5152,33.0,2507.0,0.2406,492.0,0.6537,0.5,43.33,0.0599,5.56,12.0,3.0,14.872091152037587,9.57,10.75,20.5,3131.5,10.7,0.567
3,4.8,-5.4,10.2,0.3,428.2,432.0,2.4,43.0,0.3592,0.1291,10.3,1845.9,0.6336,807.0,0.5301,0.5,262.67,0.64,4.3,11.5,2.0,11.039754810812575,7.4,8.79,20.1,795.0,9.07,0.528
12,4.3,-8.3,12.5,1.21,376.0,369.4,2.4,39.0,0.3278,0.1075,8.4,1479.3,0.5147,712.0,0.4432,0.5,279.99,0.0122,3.9,10.0,4.0,15.308080625237544,6.71,10.69,19.0,795.0,7.8,0.381
2,2.8,-9.2,12.0,1.09,333.4,305.4,1.7,46.0,0.3854,0.1485,6.5,1541.8,0.9215,1037.0,0.4268,0.5,330.84,0.0001,4.16,14.0,3.0,19.205701875569876,7.16,14.54,18.2,795.0,8.25,0.459
3,2.9,-6.6,9.5,1.31,437.8,454.6,1.7,11.0,0.0942,0.0089,1.6,494.9,0.4232,639.0,0.2043,0.5,329.12,0.0457,5.6,12.5,2.0,12.494067413944785,9.64,9.71,17.1,795.0,5.69,0.402
11,7.9,-2.8,10.7,1.79,211.5,201.1,3.3,27.0,0.2221,0.0493,10.5,563.8,0.7419,894.0,0.3623,0.5,171.8,0.4825,4.77,17.6,3.0,13.96037057883098,8.21,10.46,13.6,795.0,7.27,0.45
1,2.1,-8.4,10.5,0.3,154.9,154.5,2.2,40.0,0.3371,0.1136,4.3,626.6,0.4572,666.0,0.4982,0.5,355.88,0.64,5.5,16.5,3.0,17.009234471335777,9.46,12.52,16.3,795.0,7.2,0.373
11,4.9,-8.1,13.0,1.09,326.8,323.6,0.6,46.0,0.3871,0.1498,11.3,1518.2,0.5995,780.0,0.442,0.5,260.22,0.0001,6.0,12.0,3.0,15.089540481126702,10.32,11.2,18.9,795.0,6.63,0.388
3,10.0,1.7,8.3,0.82,453.1,453.2,1.3,30.0,0.2508,0.0629,15.0,1361.4,0.6776,842.0,0.312,0.5,120.79,0.0787,4.4,15.0,2.0,15.967685015680074,7.57,12.52,17.7,795.0,6.36,0.387
12,1.7,-12.1,13.7,0.3,288.2,285.9,0.4,61.0,0.5103,0.2604,5.1,1764.5,0.5181,714.0,0.5258,0.5,374.42,0.64,5.45,10.0,2.0,14.183758620281152,9.38,11.05,20.8,795.0,9.35,0.366
12,3.9,-6.9,10.9,0.41,253.8,258.6,1.3,28.0,0.2351,0.0553,5.6,716.1,0.664,831.0,0.3252,0.5,291.09,0.479,3.8,7.5,3.0,17.97994262411239,6.54,13.42,17.8,795.0,7.76,0.374
11,12.8,1.9,10.9,0.85,274.4,271.0,2.2,23.0,0.3013,0.0908,14.9,638.5,0.5916,773.0,0.4276,0.5,67.75,0.061,3.31,7.2,3.0,8.069161992382995,5.7,5.93,17.0,795.0,6.46,0.51
3,7.7,-4.0,11.7,1.34,488.9,476.4,1.8,24.0,0.2033,0.0413,9.4,1192.6,0.4821,686.0,0.2989,0.5,177.19,0.0554,4.2,13.0,1.0,11.06042692901195,7.23,9.28,19.6,795.0,7.25,0.393
1,-1.4,-10.7,9.2,1.06,243.9,260.8,1.0,28.0,0.2363,0.0558,-2.0,691.7,0.8054,944.0,0.338,0.5,503.82,0.0013,3.86,8.0,2.0,16.111405394922254,6.64,12.73,14.7,795.0,7.98,0.478
4,15.7,3.5,12.2,1.95,469.8,467.3,0.6,49.0,0.878,0.771,38.6,2311.0,0.7639,911.0,0.7079,0.5,27.99,0.7294,5.86,5.5,3.0,12.179546763303456,10.08,9.15,18.2,2598.8,10.69,0.496
3,8.0,-0.0,8.0,1.45,446.4,440.9,2.4,62.0,0.5189,0.2693,24.9,2779.8,0.6427,814.0,0.4295,0.5,168.65,0.1199,4.34,14.0,2.0,13.041789107949102,7.47,10.3,15.8,795.0,8.78,0.537
3,8.1,-1.7,9.8,0.3,459.6,483.7,1.3,33.0,0.2748,0.0755,13.3,1515.6,0.5652,752.0,0.4531,0.5,167.58,0.64,5.1,10.5,2.0,15.098362811645712,8.78,11.78,20.2,795.0,7.58,0.428
11,6.9,-6.1,13.0,1.67,329.6,329.6,3.4,46.0,0.384,0.1475,15.9,1518.8,0.9209,1037.0,0.537,0.5,198.96,0.3279,6.35,13.0,3.0,11.525033265529832,10.93,8.78,17.4,795.0,9.33,0.419
3,9.3,-2.1,11.4,0.58,362.4,360.2,2.3,15.0,0.1227,0.0151,6.8,533.5,0.7914,933.0,0.3567,0.5,137.56,0.2736,4.2,9.5,2.0,8.827467605890579,7.23,7.25,19.4,795.0,7.23,0.379
2,1.7,-9.2,10.9,1.79,400.2,378.5,0.4,36.0,0.2974,0.0885,3.0,1428.5,0.4855,688.0,0.4499,0.5,372.9,0.4735,3.2,11.0,1.0,10.91940027598126,5.51,9.18,16.6,795.0,6.6,0.367
2,3.0,-9.1,12.1,1.33,390.8,390.0,3.1,63.0,0.5215,0.272,9.2,2445.6,0.6869,850.0,0.4926,0.5,325.62,0.0514,5.9,10.0,2.0,12.746448502040476,10.15,10.11,18.5,795.0,9.67,0.459
12,2.5,-6.5,8.9,0.99,173.7,195.4,1.4,36.0,0.3005,0.0903,4.5,626.2,0.5318,725.0,0.2925,0.5,343.1,0.0126,3.86,8.0,3.0,17.120781919069014,6.64,12.67,13.6,795.0,6.63,0.353
3,8.4,-4.3,12.7,1.22,302.7,308.3,0.2,14.0,0.1132,0.0128,5.7,411.3,0.8487,979.0,0.2072,0.5,159.3,0.0133,4.46,10.0,2.0,13.17861045070891,7.67,10.56,17.9,795.0,6.62,0.387
4,14.5,1.9,12.6,1.53,577.6,565.4,4.0,28.0,0.4415,0.1949,20.2,1610.1,0.537,730.0,0.529,0.5,42.23,0.1887,5.38,18.0,1.0,12.87788120374408,9.26,10.69,21.2,1407.6,10.31,0.517
12,4.1,-4.4,8.5,0.89,313.1,298.9,3.9,53.0,0.4392,0.1929,10.9,1649.9,0.6807,845.0,0.5189,0.5,284.22,0.0447,5.1,10.8,2.0,15.237003539040602,8.78,11.97,15.6,795.0,9.96,0.498
4,13.8,2.6,11.2,0.78,492.0,501.5,1.8,55.0,0.8041,0.6466,37.8,2683.3,0.6994,859.0,0.7081,0.5,51.18,0.1024,3.7,9.0,2.0,18.88424050498695,6.37,14.72,20.7,2270.4,10.01,0.52
4,12.8,2.5,10.3,0.78,501.9,516.1,2.1,25.0,0.3271,0.107,16.1,1271.0,0.6388,811.0,0.4578,0.5,68.06,0.1004,4.63,12.0,3.0,9.301064747638472,7.97,6.89,20.1,844.7,8.71,0.322
4,12.9,2.9,10.0,1.35,506.0,512.1,0.1,22.0,0.2844,0.0809,14.0,1097.6,0.4831,686.0,0.2269,0.5,66.17,0.0648,6.2,10.0,1.0,15.100654492950062,10.67,12.31,18.5,795.0,8.53,0.382
4,15.8,6.6,9.2,0.92,479.8,474.2,1.2,41.0,0.7304,0.5335,32.1,1946.0,0.6556,824.0,0.6163,0.5,26.98,0.0307,4.8,11.8,1.0,16.268119299584413,8.26,13.33,18.5,1643.8,9.91,0.369
2,1.2,-8.6,9.8,1.62,457.9,468.3,0.8,12.0,0.0966,0.0093,0.7,531.0,0.7592,907.0,0.3001,0.5,390.95,0.2692,5.34,8.5,2.0,22.522878040711433,9.19,17.5,17.0,795.0,7.03,0.296
11,10.9,-0.7,11.6,0.75,311.4,322.2,2.2,11.0,0.113,0.0128,6.3,357.5,0.4885,691.0,0.2692,0.5,101.9,0.124,4.3,13.2,2.0,11.072175036850833,7.4,8.69,18.4,795.0,7.0,0.367
1,0.6,-8.2,8.8,1.02,270.3,274.5,3.9,13.0,0.1057,0.0112,0.4,342.9,0.8257,961.0,0.2035,0.5,416.01,0.0064,5.0,13.0,4.0,15.848010132242477,8.6,11.35,14.8,795.0,7.37,0.439
4,13.7,0.5,13.2,0.99,505.4,499.8,2.9,17.0,0.243,0.0591,11.5,846.0,0.3287,563.0,0.427,0.5,53.12,0.0116,6.5,16.0,2.0,8.967783430451098,11.18,6.99,22.0,1036.4,8.65,0.429
3,6.5,-5.5,12.0,0.58,476.4,453.3,0.7,59.0,0.4896,0.2397,19.1,2798.9,0.4929,694.0,0.4313,0.5,210.66,0.2727,3.7,11.0,1.0,22.399297164159883,6.37,17.79,21.6,795.0,7.92,0.502
3,4.6,-7.2,11.9,1.12,533.6,510.2,0.8,60.0,0.504,0.2541,14.0,3227.3,0.7366,889.0,0.644,0.5,267.77,0.0003,4.91,16.4,2.0,12.555162372902792,8.45,10.01,21.0,795.0,7.55,0.515
1,2.0,-9.7,11.8,1.12,309.2,301.3,1.3,59.0,0.4947,0.2448,6.0,1835.8,0.5538,743.0,0.5,0.5,360.27,0.0004,4.93,13.0,3.0,12.771088178655818,8.48,9.42,17.5,795.0,7.87,0.505
1,-3.0,-15.5,12.5,1.33,219.9,221.5,2.6,35.0,0.2955,0.0873,-5.3,779.8,0.5251,720.0,0.3844,0.5,575.31,0.0515,5.05,13.9,2.0,15.041186135537282,8.69,11.7,16.3,795.0,7.88,0.363
11,4.6,-4.6,9.3,1.69,292.8,286.3,2.7,15.0,0.1209,0.0146,3.4,424.8,0.88,1004.0,0.2111,0.5,267.57,0.3449,4.57,11.0,2.0,20.655481228059756,7.86,16.2,13.9,795.0,6.53,0.356
1,-1.0,-13.0,12.0,1.3,345.9,350.6,1.1,29.0,0.2417,0.0584,-1.5,1003.4,0.6092,787.0,0.3169,0.5,484.08,0.0404,4.8,16.0,1.0,13.761611456162932,8.26,11.41,17.8,795.0,7.76,0.452
4,16.2,6.1,10.1,1.49,516.9,504.4,0.3,22.0,0.4177,0.1745,18.1,1151.4,0.6619,829.0,0.5247,0.5,22.56,0.1488,6.2,7.6,2.0,10.451521020573562,10.67,8.37,18.4,1354.2,7.1,0.425
3,6.3,-4.8,11.1,1.12,460.8,463.1,0.8,21.0,0.1747,0.0305,6.6,965.9,0.731,885.0,0.2778,0.5,216.79,0.0003,5.3,11.5,2.0,16.76128069135592,9.12,13.16,19.3,795.0,6.42,0.363
1,2.2,-11.1,13.3,0.41,201.9,215.5,3.9,13.0,0.1115,0.0124,1.5,270.3,0.4611,669.0,0.386,0.5,353.79,0.4794,3.7,17.0,1.0,10.950474391289665,6.37,9.18,18.9,795.0,6.56,0.41
1,2.5,-5.6,8.1,1.04,140.2,157.3,0.9,47.0,0.3901,0.1522,5.8,656.2,0.4632,671.0,0.4727,0.5,342.57,0.0031,4.8,13.2,2.0,14.175648556527351,8.26,11.0,12.2,795.0,7.88,0.382
4,11.4,-2.0,13.4,1.25,455.3,464.6,0.5,56.0,0.5937,0.3525,31.8,2544.4,0.631,805.0,0.5467,0.5,92.65,0.022,5.2,11.0,3.0,19.045142620400924,8.95,14.19,20.7,795.0,8.48,0.399
12,1.6,-10.5,12.1,0.96,363.5,375.0,3.1,12.0,0.0975,0.0095,0.9,425.1,0.6175,794.0,0.3105,0.5,376.06,0.0201,9.92,12.1,3.0,15.65372610643448,17.07,11.63,19.1,795.0,7.43,0.479
2,0.2,-10.5,10.7,1.27,318.9,333.4,1.6,47.0,0.3902,0.1523,0.4,1493.5,0.4741,679.0,0.4602,0.5,433.63,0.0278,5.02,9.0,2.0,16.74447107619475,8.64,12.94,16.5,795.0,7.86,0.582
1,-1.5,-12.8,11.2,1.4,357.9,351.5,3.0,31.0,0.2565,0.0658,-2.3,1101.4,0.5187,715.0,0.457,0.5,507.34,0.093,4.3,9.0,4.0,9.112414047212244,7.4,6.05,17.2,795.0,7.73,0.339
1,0.7,-11.8,12.5,1.13,220.7,205.7,2.0,60.0,0.5011,0.2511,2.0,1327.2,0.8183,955.0,0.4763,0.5,413.3,0.0011,5.8,11.0,2.0,17.128155336017286,9.98,13.5,16.8,795.0,8.22,0.506
1,0.2,-12.7,12.9,0.3,225.3,235.9,3.1,43.0,0.3552,0.1262,0.4,960.3,0.4971,698.0,0.3944,0.5,433.39,0.64,4.7,14.8,4.0,19.256153635195695,8.09,13.64,19.2,795.0,8.03,0.422
1,-1.0,-10.2,9.2,1.32,349.2,343.4,3.7,36.0,0.2968,0.0881,-1.7,1243.6,0.5614,749.0,0.4653,0.5,482.02,0.0469,5.58,10.0,3.0,12.58217217399268,9.6,9.29,15.6,795.0,8.05,0.418
4,12.8,3.2,9.6,1.05,482.6,464.2,2.4,33.0,0.4372,0.1912,21.5,1615.9,0.5577,746.0,0.3916,0.5,66.67,0.0028,3.5,14.6,1.0,8.573027600379344,6.02,7.48,18.6,795.0,8.48,0.431
3,11.5,1.2,10.3,0.94,523.8,524.2,0.7,17.0,0.1824,0.0333,9.7,883.2,0.7974,938.0,0.3758,0.5,90.46,0.0248,10.99,12.0,4.0,15.47680769013951,18.91,11.05,20.0,795.0,6.42,0.341
11,4.6,-3.4,8.1,0.76,422.8,429.1,1.8,49.0,0.411,0.1689,11.4,2085.2,0.6423,814.0,0.5564,0.5,267.66,0.1154,4.2,10.0,1.0,16.849569160376337,7.23,13.75,17.2,795.0,8.89,0.382
